OBJECTID,POA_CODE_2016,POA_NAME_2016,ActiveCases,Population,IRSD_Score,IRSD_Decile_VIC,IRSD_Perc_VIC,data_date,SHAPE_Length,SHAPE_Area
542,3760,3760,0,369,1070,9,85,2021/01/30 00:00:00+00,0.260822054728542,0.0015069803863525
543,3761,3761,0,1226,1066,9,84,2021/01/30 00:00:00+00,0.489500468332347,0.00405699521612245
544,3762,3762,0,131,1059,9,81,2021/01/30 00:00:00+00,0.443736166525418,0.00412796785682743
545,3763,3763,0,1536,989,5,46,2021/01/30 00:00:00+00,1.01218320053786,0.0117364332827179
546,3764,3764,0,9165,984,5,43,2021/01/30 00:00:00+00,1.3594343610479,0.0445683111749556
547,3765,3765,0,6761,1034,8,73,2021/01/30 00:00:00+00,0.228238317622267,0.00112858549080709
548,3766,3766,0,1239,1068,9,85,2021/01/30 00:00:00+00,0.162111505167354,0.000866205829274351
549,3767,3767,0,1251,1070,9,85,2021/01/30 00:00:00+00,0.146391160302021,0.000812443334198242
550,3770,3770,0,3218,1024,7,69,2021/01/30 00:00:00+00,0.840566821550914,0.0137901216459763
551,3775,3775,0,3861,1042,8,75,2021/01/30 00:00:00+00,1.05194005346097,0.0177342205257306
552,3777,3777,0,10751,984,5,42,2021/01/30 00:00:00+00,1.31553767907337,0.0380949688008221
553,3778,3778,0,205,977,4,39,2021/01/30 00:00:00+00,0.785274227957645,0.0224675958660514
554,3779,3779,0,394,968,4,34,2021/01/30 00:00:00+00,1.58104758238112,0.0592017304298593
555,3781,3781,0,4477,997,6,52,2021/01/30 00:00:00+00,0.521388547287542,0.00434352738975474
556,3782,3782,0,7827,1042,8,75,2021/01/30 00:00:00+00,0.635908388076563,0.00908740017998217
557,3783,3783,0,2350,1031,8,72,2021/01/30 00:00:00+00,1.0244080412116,0.020738208651167
558,3785,3785,0,77,1104,10,94,2021/01/30 00:00:00+00,0.140748816181372,0.000563044595664959
559,3786,3786,0,1518,1099,10,93,2021/01/30 00:00:00+00,0.11845908136618,0.00046156065488324
560,3787,3787,0,1062,1099,10,93,2021/01/30 00:00:00+00,0.109023601553786,0.000349202435203718
561,3788,3788,0,1738,1072,9,86,2021/01/30 00:00:00+00,0.255929758074758,0.00181571334780348
562,3789,3789,0,265,1091,10,91,2021/01/30 00:00:00+00,0.132915393821682,0.000682765440876514
563,3791,3791,0,1437,1091,9,90,2021/01/30 00:00:00+00,0.249184388347134,0.00123432847257733
564,3792,3792,0,1065,1068,9,84,2021/01/30 00:00:00+00,0.115722344955127,0.000407463118744649
565,3793,3793,0,3577,1015,7,63,2021/01/30 00:00:00+00,0.249802063509563,0.00203564763229848
566,3795,3795,0,1246,1044,8,76,2021/01/30 00:00:00+00,0.345418989038845,0.00309003115916086
567,3796,3796,0,9702,1023,7,68,2021/01/30 00:00:00+00,0.223939485757447,0.00173846807742874
568,3797,3797,0,3476,954,3,26,2021/01/30 00:00:00+00,0.768921381887176,0.0145996997212605
569,3799,3799,0,5798,916,1,10,2021/01/30 00:00:00+00,1.4289713556252,0.0721596629591803
570,3800,3800,0,,,,,2021/01/30 00:00:00+00,0.0470015228837063,0.000122361088280143
571,3802,3802,0,24298,993,5,49,2021/01/30 00:00:00+00,0.178476490052356,0.00156535987505183
572,3803,3803,0,10855,942,2,20,2021/01/30 00:00:00+00,0.135143030302086,0.000865784469432604
573,3804,3804,0,8094,1075,9,87,2021/01/30 00:00:00+00,0.357789921403021,0.0032475921172511
574,3805,3805,0,56933,994,5,49,2021/01/30 00:00:00+00,0.292559262549309,0.0028164866153047
575,3806,3806,0,48520,1048,8,77,2021/01/30 00:00:00+00,0.412725936903734,0.00468895356282392
576,3807,3807,0,7097,1057,9,81,2021/01/30 00:00:00+00,0.228501349266988,0.00150804400912529
577,3808,3808,0,3033,1095,10,91,2021/01/30 00:00:00+00,0.413366037826946,0.00361860146827129
578,3809,3809,0,7210,1049,8,78,2021/01/30 00:00:00+00,0.424471425076352,0.00497821206143529
579,3810,3810,0,47894,968,4,35,2021/01/30 00:00:00+00,0.803041793664613,0.0151531155886363
580,3812,3812,0,2312,1024,7,69,2021/01/30 00:00:00+00,0.665373236332022,0.00999946963987166
581,3813,3813,0,886,1011,7,61,2021/01/30 00:00:00+00,0.528929725890178,0.00715277890365092
582,3814,3814,0,2255,1006,6,58,2021/01/30 00:00:00+00,0.64378590492281,0.00798728339224149
583,3815,3815,0,3022,1001,6,53,2021/01/30 00:00:00+00,0.803607724389014,0.0106685813432004
584,3816,3816,0,2721,946,3,21,2021/01/30 00:00:00+00,0.901696789633168,0.0155535468659416
585,3818,3818,0,14167,961,3,30,2021/01/30 00:00:00+00,1.36196523871848,0.0287370258175966
586,3820,3820,0,15952,979,4,40,2021/01/30 00:00:00+00,0.661595146557396,0.00763077549487298
587,3821,3821,0,2917,1025,7,70,2021/01/30 00:00:00+00,1.82076772004055,0.0306904259070769
588,3822,3822,0,985,1005,6,57,2021/01/30 00:00:00+00,0.5313373793757,0.00645663160673563
589,3823,3823,0,1838,982,5,41,2021/01/30 00:00:00+00,0.985383451524377,0.0125993268680993
590,3824,3824,0,5004,978,4,39,2021/01/30 00:00:00+00,1.48274485190186,0.0219658489981456
591,3825,3825,0,20281,884,1,3,2021/01/30 00:00:00+00,4.29930990136953,0.191786748707082
592,3831,3831,0,1702,1007,6,59,2021/01/30 00:00:00+00,0.859272311927129,0.018071239373443
593,3832,3832,0,247,1004,6,56,2021/01/30 00:00:00+00,0.532403569840147,0.00537184972334113
594,3833,3833,0,307,945,3,21,2021/01/30 00:00:00+00,2.80601867984569,0.0953583624938113
595,3835,3835,0,471,972,4,36,2021/01/30 00:00:00+00,0.649287484525552,0.00676461627959688
596,3840,3840,0,16476,864,1,2,2021/01/30 00:00:00+00,1.67771124099487,0.0351231745685066
597,3842,3842,0,4783,891,1,4,2021/01/30 00:00:00+00,0.233121982592513,0.00221309252053697
598,3844,3844,0,28980,964,4,32,2021/01/30 00:00:00+00,2.59058678787417,0.0594169236671981
599,3847,3847,0,2191,951,3,24,2021/01/30 00:00:00+00,2.1123603407323,0.0499703698321521
600,3850,3850,0,14779,956,3,28,2021/01/30 00:00:00+00,0.504081655883444,0.0049941303416511
601,3851,3851,0,5687,961,3,30,2021/01/30 00:00:00+00,4.21348462997998,0.193765278750266
602,3852,3852,0,93,1072,9,86,2021/01/30 00:00:00+00,0.158993939092893,0.00088803828938308
603,3854,3854,0,1397,1009,6,60,2021/01/30 00:00:00+00,0.944434400663965,0.0177084967336004
604,3856,3856,0,989,966,4,33,2021/01/30 00:00:00+00,0.823214183937377,0.0152659746390133
605,3857,3857,0,364,997,6,52,2021/01/30 00:00:00+00,0.652629262180624,0.00650587823245072
606,3858,3858,0,3025,934,2,17,2021/01/30 00:00:00+00,4.06640737675856,0.263031994139372
607,3859,3859,0,834,994,5,50,2021/01/30 00:00:00+00,0.961276061175444,0.0197949292203563
608,3860,3860,0,7172,953,3,25,2021/01/30 00:00:00+00,2.99289278714511,0.142737112883226
609,3862,3862,0,3156,973,4,37,2021/01/30 00:00:00+00,5.42461792411238,0.311358784705096
610,3864,3864,0,217,980,4,40,2021/01/30 00:00:00+00,1.00269972034176,0.0191565357133509
611,3865,3865,0,449,946,3,22,2021/01/30 00:00:00+00,0.184534428046799,0.00131973491148315
612,3869,3869,0,1626,983,5,42,2021/01/30 00:00:00+00,0.731810616989685,0.0100220895961832
613,3870,3870,0,1271,973,4,37,2021/01/30 00:00:00+00,1.391869078985,0.0282283953855769
614,3871,3871,0,2902,983,5,42,2021/01/30 00:00:00+00,1.92624411983356,0.0300432695943995
615,3873,3873,0,321,1001,6,53,2021/01/30 00:00:00+00,0.683068721496335,0.00955420362267617
616,3874,3874,0,558,922,2,13,2021/01/30 00:00:00+00,1.39760699453323,0.0278160877637365
617,3875,3875,0,18625,941,2,19,2021/01/30 00:00:00+00,4.21279727967842,0.245675943426126
618,3878,3878,0,1094,967,4,33,2021/01/30 00:00:00+00,0.371216392629714,0.00185307225091095
619,3880,3880,0,4032,952,3,25,2021/01/30 00:00:00+00,1.04285645172935,0.0171875069301425
620,3882,3882,0,1095,958,3,28,2021/01/30 00:00:00+00,0.539885763019566,0.00698494514274952
621,3885,3885,0,1871,943,2,20,2021/01/30 00:00:00+00,5.07421732111322,0.372198296393584
622,3886,3886,0,389,947,3,22,2021/01/30 00:00:00+00,0.503490256697972,0.00565089225925732
623,3887,3887,0,342,904,1,7,2021/01/30 00:00:00+00,1.08935566817074,0.0325701541842424
624,3888,3888,0,3426,902,1,6,2021/01/30 00:00:00+00,5.59592623824878,0.34316503046023
625,3889,3889,0,184,935,2,17,2021/01/30 00:00:00+00,2.5078560956221,0.174772249987719
626,3890,3890,0,324,850,1,2,2021/01/30 00:00:00+00,2.39160233211902,0.174961451432667
627,3891,3891,0,106,1020,7,66,2021/01/30 00:00:00+00,1.95373757842591,0.135681556563017
628,3892,3892,0,1063,933,2,17,2021/01/30 00:00:00+00,1.03674377846668,0.0248598096377386
629,3893,3893,0,23,974,4,37,2021/01/30 00:00:00+00,1.38576435139216,0.0382349761742131
630,3895,3895,0,193,972,4,36,2021/01/30 00:00:00+00,1.17031240458867,0.0291692549403598
631,3896,3896,0,406,958,3,29,2021/01/30 00:00:00+00,2.66037309724084,0.11145241834997
632,3898,3898,0,790,971,4,35,2021/01/30 00:00:00+00,2.26685077999305,0.141021185734991
633,3900,3900,0,149,947,3,22,2021/01/30 00:00:00+00,2.07585957704545,0.122448397601497
634,3902,3902,0,408,924,2,14,2021/01/30 00:00:00+00,0.283294849862772,0.00270940799846797
635,3903,3903,0,751,948,3,23,2021/01/30 00:00:00+00,0.364059213167955,0.00426084574378899
636,3904,3904,0,1449,993,5,49,2021/01/30 00:00:00+00,0.308789696009708,0.00282776451396769
637,3909,3909,0,7901,913,1,10,2021/01/30 00:00:00+00,1.08452325815779,0.0334804675998248
638,3910,3910,0,22588,1010,7,61,2021/01/30 00:00:00+00,0.238240010546731,0.00296538972361982
639,3911,3911,0,3414,1001,6,53,2021/01/30 00:00:00+00,0.282727715055642,0.00192169046827516
640,3912,3912,0,15157,1002,6,54,2021/01/30 00:00:00+00,0.504738205934633,0.00743783414753641
641,3913,3913,0,3338,1020,7,66,2021/01/30 00:00:00+00,0.271158352809075,0.00242713923224044
642,3915,3915,0,9960,907,1,8,2021/01/30 00:00:00+00,0.553228103030116,0.00668040704710958
643,3916,3916,0,955,1097,10,92,2021/01/30 00:00:00+00,0.36594735704438,0.00363107675069434
644,3918,3918,0,3705,1003,6,55,2021/01/30 00:00:00+00,0.256134524110151,0.001772321647615
645,3919,3919,0,3183,934,2,17,2021/01/30 00:00:00+00,0.14961842063346,0.000677007998626879
646,3920,3920,0,1040,1096,10,92,2021/01/30 00:00:00+00,0.310967361339902,0.00158832845569328
647,3921,3921,0,119,964,4,31,2021/01/30 00:00:00+00,0.809758822993236,0.0175440831452241
648,3922,3922,0,7738,952,3,24,2021/01/30 00:00:00+00,0.761061810012463,0.00775744690931539
649,3923,3923,0,519,974,4,37,2021/01/30 00:00:00+00,0.191372163346306,0.00106408755461104
650,3925,3925,0,3384,992,5,48,2021/01/30 00:00:00+00,0.63794598352255,0.00318012734978289
651,3926,3926,0,3242,1065,9,84,2021/01/30 00:00:00+00,0.414217407474831,0.00558074983548693
652,3927,3927,0,1667,1063,9,83,2021/01/30 00:00:00+00,0.197750673852588,0.00153764061926578
653,3928,3928,0,416,1105,10,94,2021/01/30 00:00:00+00,0.286145211806852,0.00296421832025871
654,3929,3929,0,905,1101,10,93,2021/01/30 00:00:00+00,0.466559930314204,0.00569044570508082
655,3930,3930,0,17888,1121,10,97,2021/01/30 00:00:00+00,0.208550919981719,0.00238737391337099
656,3931,3931,0,23989,1006,6,58,2021/01/30 00:00:00+00,0.222678759696128,0.00217205517509283
657,3933,3933,0,1098,1092,10,91,2021/01/30 00:00:00+00,0.281921679577484,0.00441502529684478
658,3934,3934,0,18548,1076,9,87,2021/01/30 00:00:00+00,0.253975785553194,0.00311026226342565
659,3936,3936,0,11024,991,5,47,2021/01/30 00:00:00+00,0.388025692713439,0.00464328032022108
660,3937,3937,0,1524,1078,9,87,2021/01/30 00:00:00+00,0.324601904120295,0.00398704311218799
661,3938,3938,0,2823,1008,6,60,2021/01/30 00:00:00+00,0.104901189022941,0.000442034983402855
662,3939,3939,0,14524,943,2,20,2021/01/30 00:00:00+00,0.623987734742254,0.0100809771322292
663,3940,3940,0,4930,890,1,4,2021/01/30 00:00:00+00,0.107709765777733,0.000563388112124322
664,3941,3941,0,12172,968,4,34,2021/01/30 00:00:00+00,0.299163333106482,0.00251571823151118
665,3942,3942,0,2313,1030,8,72,2021/01/30 00:00:00+00,0.118611363879657,0.000648182600710302
666,3943,3943,0,1592,1059,9,81,2021/01/30 00:00:00+00,0.162676568274031,0.000746853592782777
667,3944,3944,0,510,1130,10,99,2021/01/30 00:00:00+00,0.231618888270322,0.00114250561527202
668,3945,3945,0,978,1006,6,58,2021/01/30 00:00:00+00,0.962605765831497,0.0158450135719539
669,3946,3946,0,209,1007,6,58,2021/01/30 00:00:00+00,0.365071541757114,0.00315837042517946
670,3950,3950,0,4800,923,2,13,2021/01/30 00:00:00+00,0.829442328090923,0.0124846796652827
671,3951,3951,0,1003,1012,7,62,2021/01/30 00:00:00+00,1.09503170200393,0.0188513524310175
672,3953,3953,0,7855,969,4,35,2021/01/30 00:00:00+00,1.96475185366285,0.0521080026532885
673,3954,3954,0,404,1039,8,74,2021/01/30 00:00:00+00,0.322985850622413,0.00380085243847277
674,3956,3956,0,2821,967,4,34,2021/01/30 00:00:00+00,2.26000212549215,0.0516122383861293
675,3957,3957,0,281,1010,7,61,2021/01/30 00:00:00+00,0.527527577214993,0.00675022759748232
676,3958,3958,0,272,1034,8,73,2021/01/30 00:00:00+00,0.769864254812215,0.0112849062025913
677,3959,3959,0,1151,1014,7,63,2021/01/30 00:00:00+00,0.857967358314177,0.0219292444195823
678,3960,3960,0,2474,965,4,32,2021/01/30 00:00:00+00,3.81157893932799,0.0862744990863916
679,3962,3962,0,914,917,1,10,2021/01/30 00:00:00+00,1.24048503235417,0.0155374055381442
680,3964,3964,0,134,963,4,31,2021/01/30 00:00:00+00,0.110199126449014,0.000299538105858906
681,3965,3965,0,209,899,1,6,2021/01/30 00:00:00+00,0.180949654051129,0.000918391135763423
682,3966,3966,0,511,948,3,23,2021/01/30 00:00:00+00,0.872443734541201,0.0128411653382521
683,3967,3967,0,125,951,3,24,2021/01/30 00:00:00+00,0.970382441581069,0.00909998110939093
684,3971,3971,0,4018,917,2,11,2021/01/30 00:00:00+00,5.159252465685,0.0863796772563347
685,3975,3975,0,15248,1038,8,74,2021/01/30 00:00:00+00,0.218918337984437,0.00137013509908159
686,3976,3976,0,25530,919,2,11,2021/01/30 00:00:00+00,0.16835482085981,0.00137091499649528
687,3977,3977,0,93326,987,5,45,2021/01/30 00:00:00+00,0.842249349676511,0.01467879266096
688,3978,3978,0,10648,1049,8,78,2021/01/30 00:00:00+00,0.501988981754526,0.0098519091022534
689,3979,3979,0,321,1028,8,71,2021/01/30 00:00:00+00,0.639188734964361,0.00721111569273151
690,3980,3980,0,3350,982,5,41,2021/01/30 00:00:00+00,0.445607762234543,0.0038114251837896
691,3981,3981,0,4898,965,4,33,2021/01/30 00:00:00+00,1.12792448711184,0.0204127736499848
692,3984,3984,0,5209,910,1,9,2021/01/30 00:00:00+00,1.32552290276911,0.0242024103125858
693,3987,3987,0,1527,964,4,32,2021/01/30 00:00:00+00,0.513707832337275,0.00819329668379196
694,3988,3988,0,999,976,4,38,2021/01/30 00:00:00+00,0.740404685273495,0.0130534138310983
695,3990,3990,0,106,950,3,23,2021/01/30 00:00:00+00,0.306727102788329,0.00265873722276102
696,3991,3991,0,359,929,2,15,2021/01/30 00:00:00+00,0.371527142230138,0.0050818238522403
697,3992,3992,0,967,956,3,28,2021/01/30 00:00:00+00,0.648811948334265,0.0102340521761818
698,3995,3995,0,10173,902,1,7,2021/01/30 00:00:00+00,1.26119211109081,0.0205580607976943
699,3996,3996,0,5538,1004,6,56,2021/01/30 00:00:00+00,0.936195794244196,0.0157005195486422
